parent;type;Attribute 1 Name;Attribute 1 Value(s);Attribute 1 Visible;Attribute 2 Name;Attribute 2 Value(s);Attribute 2 Visible;Attribute 3 Name;Attribute 3 Value(s);Attribute 3 Visible;Attribute 4 Name;Attribute 4 Value(s);Attribute 4 Visible;Attribute 5 Name;Attribute 5 Value(s);Attribute 5 Visible;Attribute 6 Name;Attribute 6 Value(s);Attribute 6 Visible;Attribute 7 Name;Attribute 7 Value(s);Attribute 7 Visible;Attribute 8 Name;Attribute 8 Value(s);Attribute 8 Visible;Attribute 9 Name;Attribute 9 Value(s);Attribute 9 Visible;Attribute 10 Name;Attribute 10 Value(s);Attribute 10 Visible;Attribute 11 Name;Attribute 11 Value(s);Attribute 11 Visible;Имя;Цена;Images;Categories;SKU;Tags;Tax class;В наличии?
75242;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;75244;;;1
75242;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;75245;;;1
75242;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;75246;;;1
19259;variable;Пол;Женщинам;1;Размер;46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;100105;1;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-9/impg/_8rWCsJWpFC3-RDcC7-_QeW-F1-wDqDREXYi8w/_5i0Kdf51-A.jpg?size=592x604&amp&quality=96&amp&sign=325bc71ea5b627e3bb4aebda34d5ca69&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;19259;Платье;УСН 6%;1
19259;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;19260;;;1
19259;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;19261;;;1
19259;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;19262;;;1
19259;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840;;;19263;;;1
87442;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Рубашка;;https://sun9-84.userapi.com/sun9-38/impg/JOnWQCrSgq7t4G9hLB-j5Vlk53BA8EvfxA8aOg/usgZt1wIeLA.jpg?size=494x604&amp&quality=96&amp&sign=e3d7905e4aee43ac5cf965c4154ae89a&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Рубашки;87442;Рубашка;УСН 6%;1
87442;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;87443;;;1
87442;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;87444;;;1
87442;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;87445;;;1
87442;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;87446;;;1
87442;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;87447;;;1
87442;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;87448;;;1
84600;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Рубашка;;https://sun9-84.userapi.com/sun9-14/impg/HWx21LoYtM4rYOgJABNkFHZfxZvwJpdLVjDkTg/UvJAHafxvSc.jpg?size=474x604&amp&quality=96&amp&sign=6f16e765a0615f988c14a16b6c2a7792&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Рубашки;84600;Рубашка;УСН 6%;1
84600;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;84601;;;1
84600;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;84602;;;1
84600;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;84603;;;1
84600;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;84604;;;1
84600;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;84605;;;1
84600;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;84606;;;1
20528;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Рубашка;;https://sun9-84.userapi.com/sun9-81/impg/XHTS859PWdR1B9MKt-QPZyRMKFeyJXm8dgr5HA/TI3RzeUEdRM.jpg?size=488x604&amp&quality=96&amp&sign=ce1cfa455e5f2aebad66c04f6d4eac66&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Рубашки;20528;Рубашка;УСН 6%;1
20528;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20529;;;1
20528;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20530;;;1
20528;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20531;;;1
20528;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20532;;;1
20528;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20533;;;1
20528;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20534;;;1
73285;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Рубашка;;https://sun9-84.userapi.com/sun9-5/impg/f9hm1kvlCNE-cKGe5h-MZ4EokR96D8b0Nan4rg/Ppdx4AC2mM0.jpg?size=506x604&amp&quality=96&amp&sign=3e02550d0ac40c7379084917df0eb25d&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Рубашки;73285;Рубашка;УСН 6%;1
73285;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;73286;;;1
73285;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;73287;;;1
73285;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;73288;;;1
73285;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;73289;;;1
73285;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;73290;;;1
73285;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;73291;;;1
77287;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Рубашка;;https://sun9-84.userapi.com/sun9-2/impg/Yu31GL6S9vvI9JLD_UKniMMpNv9W5kuVc8jOmg/vuoOLPvJgy0.jpg?size=493x604&amp&quality=96&amp&sign=f1396df99231ca8c70fa888b54379bf5&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Рубашки;77287;Рубашка;УСН 6%;1
77287;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;77288;;;1
77287;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;77289;;;1
77287;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;77290;;;1
77287;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;77291;;;1
77287;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;77292;;;1
77287;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;77293;;;1
31733;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-25/impg/8ULNMbvAh4f9yKF0nRt0aGmiatz-tjQAh2LndA/fmqBdje1qNM.jpg?size=604x591&amp&quality=96&amp&sign=a7564a80aded5d06495e4c1b82eac60c&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;31733;Платье;УСН 6%;1
31733;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;31734;;;1
31733;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;31735;;;1
31733;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;31736;;;1
31733;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;31737;;;1
31733;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;31738;;;1
31733;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;31739;;;1
80448;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-19/impg/VpOgz3YRlpWHAnLrcuq5qDUnfzimWZDNyAskIA/fn4eahiidto.jpg?size=604x592&amp&quality=96&amp&sign=3f5e7c805ee2f1554935b1e0e612887e&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;80448;Платье;УСН 6%;1
80448;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;80449;;;1
80448;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;80450;;;1
80448;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;80451;;;1
80448;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;80452;;;1
80448;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;80453;;;1
80448;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;80454;;;1
35645;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-35/impg/xrbIQZ1gY5axttoCeea_9pSt4bX2_53oUiTGTQ/IhI8oyvAolQ.jpg?size=604x593&amp&quality=96&amp&sign=b171a86de0e4cfca23e18424e71d35db&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;35645;Платье;УСН 6%;1
35645;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;35646;;;1
35645;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;35647;;;1
35645;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;35648;;;1
35645;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;35649;;;1
35645;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;35650;;;1
35645;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;;;35651;;;1
74143;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Вельвет;1;Размерность;В размер;1;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-44/impg/LvBq5QIkBz7bKmCEEOmvE_Z6uEXCXIzZsmNzTg/oVM_TuuD6zE.jpg?size=480x604&amp&quality=96&amp&sign=085f3cd177c818ac42fa20a3546d471b&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;74143;Платье;УСН 6%;1
74143;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;74144;;;1
74143;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;74145;;;1
74143;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;74146;;;1
74143;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;74147;;;1
74143;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;74148;;;1
74143;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;74149;;;1
39935;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Вельвет;1;Размерность;В размер;1;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-88/impg/y7GbaIjrXT-PresSFjZjzXMcmOqTID59dCiqpw/o5vdwFEpeqE.jpg?size=481x604&amp&quality=96&amp&sign=6bda59e86f292a1c981dc723ad6e0ae4&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;39935;Платье;УСН 6%;1
39935;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;39936;;;1
39935;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;39937;;;1
39935;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;39938;;;1
39935;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;39939;;;1
39935;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;39940;;;1
39935;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;39941;;;1
17037;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Вельвет;1;Размерность;В размер;1;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-51/impg/kY6AO4RUiO85Py0RTeRG0IEkpC-tb6fbkZJrew/8jPj0jKrn2c.jpg?size=600x604&amp&quality=96&amp&sign=cb0510f4cf65a215ca42a2a75d9b81a4&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;17037;Платье;УСН 6%;1
17037;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;17038;;;1
17037;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;17039;;;1
17037;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;17040;;;1
17037;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;17041;;;1
17037;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;17042;;;1
17037;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;17043;;;1
20357;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Вельвет;1;Размерность;В размер;1;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-83/impg/iirvSATNxK67jpbTeWRO9F8Jhk-MUMo3LeXqjA/mqGzGZvtBSs.jpg?size=604x596&amp&quality=96&amp&sign=10c21089c4be29d17a6017f306211d97&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;20357;Платье;УСН 6%;1
20357;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20358;;;1
20357;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20359;;;1
20357;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20360;;;1
20357;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20361;;;1
20357;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20362;;;1
20357;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;20363;;;1
94895;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;Вельвет;1;Размерность;В размер;1;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-55/impg/4dSkfKcX7Xw4VpgFkg79wYtn1vQs0p-TwQ1RXA/p2NSlvfGxqY.jpg?size=600x604&amp&quality=96&amp&sign=cdaaa38138618beff1a8f6b49ee06d6c&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;94895;Платье;УСН 6%;1
94895;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;94896;;;1
94895;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;94897;;;1
94895;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;94898;;;1
94895;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;94899;;;1
94895;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;94900;;;1
94895;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700;;;94901;;;1
74434;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-47/impg/RY9dFRjEcwge_Yw6gk4DM13ExKdl6PWgDm3JDg/9MbH9wCvVNE.jpg?size=483x604&amp&quality=96&amp&sign=1564cb1a608d0bae848cbd6b682ef8b7&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;74434;Платье;УСН 6%;1
74434;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;74435;;;1
74434;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;74436;;;1
74434;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;74437;;;1
74434;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;74438;;;1
96762;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-29/impg/90m4CQBeKxpr4fHC759vNDw2Q45A7oIN-EVJ5A/JZSyeUEafWU.jpg?size=483x604&amp&quality=96&amp&sign=850f0aa10616f005efe3b33e092de17d&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;96762;Платье;УСН 6%;1
96762;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;96763;;;1
96762;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;96764;;;1
96762;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;96765;;;1
96762;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;96766;;;1
70801;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-13/impg/OnFFQQ_imkBTxt_Hu-K2hw8NoJG1adCtBvE1wQ/f4qYc2iYJGk.jpg?size=483x604&amp&quality=96&amp&sign=cc65e6cc4641c01cb74b6e9fcfb3d88a&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;70801;Платье;УСН 6%;1
70801;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;70802;;;1
70801;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;70803;;;1
70801;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;70804;;;1
70801;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;70805;;;1
70824;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-21/impg/udFyG1rKgfnCGc4yIW5gC2REBH969r2xJoDSSw/ota-O35c-8U.jpg?size=483x604&amp&quality=96&amp&sign=3fe6846ccc942ca062ce5f7727e2a34d&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;70824;Платье;УСН 6%;1
70824;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;70825;;;1
70824;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;70826;;;1
70824;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;70827;;;1
70824;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;70828;;;1
58441;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Платье;;https://sun9-84.userapi.com/sun9-1/impg/KAx8AKS9M7SOwiXy-u3ivvCotF-sakHA83P-ew/-_HoNTItpzY.jpg?size=483x604&amp&quality=96&amp&sign=f5a9a20d44f5a00bae4c6f01820ebfd2&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Платья;58441;Платье;УСН 6%;1
58441;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;58442;;;1
58441;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;58443;;;1
58441;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;58444;;;1
58441;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;980;;;58445;;;1
41378;variable;Пол;Женщинам;1;Размер;42, 44, 46, 48, 50, 52;1;Характеристики;;0;Сезонность;;0;Эластичность;;0;Состав;;0;Размерность;;0;Длина;;0;Страна;;0;Оптовая цена;;0;Стиль;;0;Блуза;;https://sun9-84.userapi.com/sun9-30/impg/XQWmHkiq0GnZa5BHOm6ryV8l0qjKjcLWVXDaeg/lF33oTETKmU.jpg?size=604x604&amp&quality=96&amp&sign=654f11502585e5e61ec41f1e21323421&amp&type=album;Интернет-магазин Садовод,Интернет-магазин Садовод>Женская одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда,Интернет-магазин Садовод>Женская одежда>Повседневная одежда>Блузки и кофточки;41378;Блуза;УСН 6%;1
41378;variation;;;;Размер;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;560;;;41379;;;1
41378;variation;;;;Размер;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;560;;;41380;;;1
41378;variation;;;;Размер;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;560;;;41381;;;1
41378;variation;;;;Размер;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;560;;;41382;;;1
41378;variation;;;;Размер;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;560;;;41383;;;1
41378;variation;;;;Размер;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;560;;;41384;;;1
